ID
HMEN
HMEN
HMH2
HMIN
NA
NA
HMPB
HMSH
HMX
HR3
HR4
HSF
HTH
HUNB
HUNB
HUNB
JRA
KEN
KNIR
KNIR
KNRL
KRUP
KRUP
KRUP
NA
MAD
MAX
MYOD
NFKB1
O01348
O01667
O18374
O18387
O18401
O18660
O46205
O61360
O61373
O61458
O61640
O62609
O76136
O76259
O77069
O77278
O96083
O96616
O96620
O96680
O96686
O96791
ODD
ONEC
OPA
OPTIX
OTP
OVO
OVO
P91626
P92031
PANG1
PANG2
PAX6
PDM1
PDM1
PHO
PHO
PITX1
NA
PNT1
POK
PRD
PRD
PRD
Q058W3
Q0E9C5
Q0IGP9
Q0IGP9
Q0IGQ7
Q0IGR4
Q0IGT0
Q0IGT4
Q0IGU0
Q0IGW1
Q0KHX8
Q0KHX8
Q24016
Q24079
Q24107
Q24140
Q24146
Q24416
Q24477
Q24605
Q29R02
Q29R14
Q2MGN0
Q2PDR8
Q2PDY1
Q2PDY2
Q2PE13
Q2PE40
Q2XYE6
Q32KC1
Q32KD0
Q32KE3
Q3KN35
Q3YNB0
Q3YNB8
Q3YND8
Q4H2F7
Q4H2F8
Q4H2F9
Q4JH20
Q4V5A4
Q4V6V1
Q4V700
Q4V708
Q4V727
Q4V729
Q53XF9
Q56K49
Q56K83
Q59DQ1
Q59DQ2
Q59E67
Q5BIB4
Q5BIB4
Q5U114
Q5U114
Q5U1D9
Q61676
Q61677
NA
Q6NNV5
Q6NNZ9
Q6WSQ9
Q7JMT6
Q7JN06
Q7JQ85
Q7JR08
Q7JUZ9
Q7JZD5
Q7K2V1
Q7K380
Q7K3X3
Q7K9G4
Q7KAH0
Q7KF43
Q7KPL1
Q7KQF8
Q7KQF8
Q7KRT5
Q7KS72
Q7KS77
Q7KSE4
Q7KSP5
Q7KSY5
Q7KSY5
Q7KSY6
Q7KSY6
Q7KSY7
Q7KSY7
Q7KUK4
Q7KV66
Q7YU17
Q7YU22
Q7YU39
Q7YU39
Q7YU61
Q7YU84
Q7YZ93
Q867H6
Q86B70
Q86BZ1
Q86BZ2
Q86BZ3
Q86BZ4
Q86BZ5
Q86LC7
Q86NK7
Q86NL5
Q86NL5
Q86P38
Q86P38
Q86P58
Q86PC0
Q8IGN6
NA
Q8INP5
Q8INT6
Q8IP13
Q8IPA9
Q8IR25
Q8IRS3
Q8IRX4
Q8MQL7
Q8MR37
Q8MRI9
Q8MRW5
Q8MYL2
Q8MZ02
Q8SWV1
Q8SXA4
Q8SXB8
Q8SXK1
Q8SXL3
Q8SXR3
NA
Q8SYH5
Q8SYS1
Q8SZ20
Q8SZT5
Q8T091
Q8T0V5
NA
Q8T3M3
Q8T3M3
Q8T990
Q8T9N0
NA
Q94513
Q94883
Q95R85
Q95RD9
Q95SX3
Q95T66
Q95TF1
Q95TH9
Q95TW5
Q95WV0
Q960G9
Q960S0
Q961V5
Q963L0
Q9BPQ2
Q9GQP6
Q9GRX3
Q9GS19
Q9NHP8
Q9U010
Q9U5X2
Q9U8F7
Q9U984
Q9V472
Q9VAB8
Q9VCY0
Q9VD99
Q9VDA1
Q9VDA2
Q9VDF0
Q9VDH9
Q9VDQ5
Q9VE23
Q9VEA3
Q9VEQ7
Q9VEQ7
Q9VF93
Q9VFK4
Q9VFQ3
Q9VH87
Q9VHA4
Q9VI12
Q9VI24
Q9VI67
Q9VJ00
Q9VJ02
Q9VJ16
Q9VJ37
Q9VJC1
Q9VL05
Q9VN10
Q9VN10
Q9VPL4
Q9VQ56
Q9VQV3
Q9VRN4
Q9VS05
Q9VSC2
Q9VST2
Q9VSZ3
Q9VTE8
Q9VTK6
Q9VTW3
Q9VTW5
Q9VU01
Q9VWH1
Q9VWX7
Q9VX20
Q9VYL0
Q9VZN4
Q9W064
Q9W0P9
Q9W1H7
Q9W1U7
Q9W1W2
Q9W2P8
Q9W3C6
Q9W423
Q8T9N0
Q9W4B3
Q9XTN4
Q9XZC2
Q9XZU0
Q9Y0Z9
Q9Y1P6
ROUGH
RUNT
RX
SCAL
SCR
SLOU
SLP1
SLP1
SNAI
SNAI
SNAI
SOX14
SOX15
NA
SQZ
SRP
SUHW
SUH
TAP
TIN
TIN
TKR
TLL
TLL
TTKA
TTKA
TTKB
TTKB
TWIST
TWIST
TWIST
UBX
UBX
UNC4
UNPG
USP
VND
VND
ZEN1
ZEN1
ZEN2
ZEST
A0JQ60
FBpp0081164
FBpp0081164
FBpp0099822
Q8WS79
